date,open,high,low,close,volume
2024-10-29 01:41:10.192956,98.75,102.77567958251366,97.99914433559181,100.0,106250
2024-10-30 01:41:10.192956,100.0,100.25815456927909,96.55313734413181,99.31289590191955,102748
2024-10-31 01:41:10.192956,99.31289590191955,103.37318871205883,97.30327126598964,99.64270459431035,101291
2024-11-01 01:41:10.192956,99.64270459431035,101.56634857212693,94.02508016207565,96.02451031860528,114115
2024-11-02 01:41:10.192956,96.02451031860528,98.33715687773216,92.21070416673537,95.1216986388584,99635
2024-11-03 01:41:10.192956,95.1216986388584,97.31750249514862,94.09001972709214,95.1177486588501,95137
2024-11-04 01:41:10.192956,95.1177486588501,97.27424481585771,91.37253364718552,93.9160692917494,99924
2024-11-05 01:41:10.192956,93.9160692917494,96.57906117694736,93.37305135373495,96.07903007446043,106893
2024-11-06 01:41:10.192956,96.07903007446043,97.8197001642509,95.39884525410135,95.58353079265659,98061
2024-11-07 01:41:10.192956,95.58353079265659,97.924566266907,94.05152155607554,96.8804947261393,103365
2024-11-08 01:41:10.192956,96.8804947261393,98.04204858574153,95.07341044652901,97.72990947212361,101976
2024-11-09 01:41:10.192956,97.72990947212361,101.27959338073258,91.82698082358829,94.77398974821834,109553
2024-11-10 01:41:10.192956,94.77398974821834,95.13359557992541,93.80105227489699,95.09314611304148,96688
2024-11-11 01:41:10.192956,95.09314611304148,95.93150278683335,93.35278966122225,95.73137257431317,98922
2024-11-12 01:41:10.192956,95.73137257431317,100.94342206258128,93.9362169330946,97.36222116969178,105516
2024-11-13 01:41:10.192956,97.36222116969178,100.43210994807954,95.42857663801378,98.77212163946353,105821
2024-11-14 01:41:10.192956,98.77212163946353,101.3186886086861,95.80035949414717,101.03161253548515,112329
2024-11-15 01:41:10.192956,101.03161253548515,105.03730082783238,97.40575476969559,102.97414345512145,112686
2024-11-16 01:41:10.192956,102.97414345512145,105.7577288408893,100.53513264137136,102.56028448414814,104629
2024-11-17 01:41:10.192956,102.56028448414814,103.96750747327683,98.70338334169617,101.56792369504296,106529
2024-11-18 01:41:10.192956,101.56792369504296,103.36328771400471,98.874673841634,101.93746287388815,103785
2024-11-19 01:41:10.192956,101.93746287388815,102.12119267422342,99.67358405934141,100.34804633850887,108295
2024-11-20 01:41:10.192956,100.34804633850887,103.40375745183641,97.42526560753623,100.98252873366087,104154
2024-11-21 01:41:10.192956,100.98252873366087,101.0658638844969,97.25435328170806,101.02741398232475,101251
2024-11-22 01:41:10.192956,101.02741398232475,104.3913210689426,99.45635416793348,100.56940516276045,102859
2024-11-23 01:41:10.192956,100.56940516276045,100.9438862656606,94.1866582073044,96.8970015957113,115259
2024-11-24 01:41:10.192956,96.8970015957113,103.62422982176406,96.62697525070215,102.73502169552755,131925
2024-11-25 01:41:10.192956,102.73502169552755,104.08837426634304,99.56064870249284,100.78265382725844,110544
2024-11-26 01:41:10.192956,100.78265382725844,102.99117237858296,95.69827668422539,98.56057774232801,109670
2024-11-27 01:41:10.192956,98.56057774232801,101.87305978290219,98.01561548456453,98.88307819819802,100495
2024-11-28 01:41:10.192956,98.88307819819802,100.39473480828836,97.10345787067028,99.69346609927649,103745
2024-11-29 01:41:10.192956,99.69346609927649,102.18036656880629,98.86127271617433,99.64582971608594,99884
2024-11-30 01:41:10.192956,99.64582971608594,102.89711043828078,97.24698315377464,100.65326635713838,105690
2024-12-01 01:41:10.192956,100.65326635713838,103.08485668640397,97.69620247786827,99.62197713601563,104778
2024-12-02 01:41:10.192956,99.62197713601563,100.97027699307418,95.5739182647403,98.9315366725055,102383
2024-12-03 01:41:10.192956,98.9315366725055,101.67148783801031,96.37076445441055,99.12872622537205,100114
2024-12-04 01:41:10.192956,99.12872622537205,101.95470439840842,98.25083646720333,101.65231724813628,114270
2024-12-05 01:41:10.192956,101.65231724813628,103.40616168305704,98.98253951130582,99.66013458198633,109621
2024-12-06 01:41:10.192956,99.66013458198633,102.80582045823684,97.50200443270289,98.9503022493014,102499
2024-12-07 01:41:10.192956,98.9503022493014,100.87151974683934,95.20431227371284,96.68931662249784,107994
2024-12-08 01:41:10.192956,96.68931662249784,99.11266550689174,92.69883765805449,93.1442197880164,110869
2024-12-09 01:41:10.192956,93.1442197880164,97.93057906707254,93.01950138920759,95.77972564864035,108957
2024-12-10 01:41:10.192956,95.77972564864035,98.87441303736647,92.65713683009557,97.07979297241884,103580
2024-12-11 01:41:10.192956,97.07979297241884,100.49903960046487,92.47434863194336,95.29527521924742,104217
2024-12-12 01:41:10.192956,95.29527521924742,99.6199132671703,93.7722952944419,96.23372371265373,100925
2024-12-13 01:41:10.192956,96.23372371265373,98.56706401075618,92.40623248836664,94.17233396249074,104479
2024-12-14 01:41:10.192956,94.17233396249074,102.38672628067289,92.51787392119402,99.72800032341797,127506
2024-12-15 01:41:10.192956,99.72800032341797,100.37504671281997,99.10192108540161,100.07789509527403,101827
2024-12-16 01:41:10.192956,100.07789509527403,100.48512046639422,99.57230472577434,99.69322399526258,101616
2024-12-17 01:41:10.192956,99.69322399526258,103.26818896840997,99.33662267108046,101.43772660615684,110160
2024-12-18 01:41:10.192956,101.43772660615684,105.39558608107414,101.3969017475281,102.12859180332205,105582
2024-12-19 01:41:10.192956,102.12859180332205,106.2179445223592,100.16846728452404,104.0426122091349,113612
2024-12-20 01:41:10.192956,104.0426122091349,106.28991502489184,98.85180465742685,102.00255137517948,112202
2024-12-21 01:41:10.192956,102.00255137517948,104.66131740922613,99.5693451609316,102.22043648554543,103309
2024-12-22 01:41:10.192956,102.22043648554543,104.39312728573469,100.0812203338519,104.38746709805626,115222
2024-12-23 01:41:10.192956,104.38746709805626,108.68673867817687,103.39917891538525,105.72644838063519,112421
2024-12-24 01:41:10.192956,105.72644838063519,107.41691775559181,102.84966883149991,104.65808491753963,109999
2024-12-25 01:41:10.192956,104.65808491753963,107.22429264685802,102.3549291490229,107.1706047235547,119733
2024-12-26 01:41:10.192956,107.1706047235547,110.41181513561727,106.35680692146511,108.57590767290479,115602
2024-12-27 01:41:10.192956,108.57590767290479,108.9101454487485,102.54488009017703,104.29454688948513,125701
2024-12-28 01:41:10.192956,104.29454688948513,108.33916785464116,102.13961762034302,107.24325882141095,121986
2024-12-29 01:41:10.192956,107.24325882141095,110.9399376411395,106.81198392413314,108.48090729400097,114669
2024-12-30 01:41:10.192956,108.48090729400097,109.1112434874896,101.17994422100263,104.04699050048002,126216
2024-12-31 01:41:10.192956,104.04699050048002,107.22803270016317,101.58497149803729,105.64040395011476,113607
2025-01-01 01:41:10.192956,105.64040395011476,108.26398573372924,102.20542891775258,102.89605463882893,116617
2025-01-02 01:41:10.192956,102.89605463882893,104.65203814343637,98.08871525524405,98.45723205637599,120651
