Symbol,Score,Price,Volatility,RSI,Recent Trend,Volume Trend,MovingAverage Signal,LSTM Signal,MSI Signal,Transformer Signal
BCH-USD,38.43189490145204,415.823,0.7646541883414789,68.03390207588174,10.90713144625739,1.6863789802904086,HOLD,HOLD,HOLD,HOLD
SUSHI-USD,36.55858668636567,0.7748475,0.953256695124781,61.161108015252104,8.652453353338663,1.581226666605401,HOLD,HOLD,HOLD,HOLD
CRV-USD,35.63412212627246,0.767695,1.0976634247661714,63.46880882125107,14.013662185826492,1.126824425254492,HOLD,HOLD,HOLD,HOLD
ZEC-USD,35.42507702690796,65.42278186252983,0.23840205611322554,65.35757161767776,9.089273479155914,1.2671607095504078,HOLD,HOLD,HOLD,HOLD
LTC-USD,35.37405557918207,103.2035,0.8838642011194379,70.91196117804259,12.04255294619918,1.1052098217711679,HOLD,HOLD,HOLD,HOLD
GRT-USD,35.25252375831373,0.117,0.8465778311369069,63.05952393541087,12.06356517297229,1.0505047516627462,HOLD,HOLD,HOLD,HOLD
YFI-USD,35.0,6112.3175,0.6035244502154137,61.826737190826094,11.125118818291192,0.6152499988529357,HOLD,HOLD,HOLD,HOLD
MKR-USD,34.725445772198796,1747.146,0.9497256024278877,71.64732536680722,10.577142390178928,0.3665467964164965,HOLD,HOLD,HOLD,HOLD
ADA-USD,34.5278632755539,133.59500123080568,0.3127514780500307,79.04106330472436,13.552124135343057,1.2069414319349256,HOLD,HOLD,HOLD,HOLD
BTC-USD,34.34496215779672,103164.7765,0.4508056452040662,78.52734985380967,10.209966590637531,1.1532374266863334,HOLD,HOLD,HOLD,HOLD
LINK-USD,34.059077072142514,15.9855,0.8920562702073649,60.28682850530009,7.173414643389742,1.3771324857505547,HOLD,HOLD,HOLD,HOLD
BAT-USD,34.054577543896336,0.161736,0.7041373593322682,58.629584506154686,9.054577543896336,0.4882920834548814,HOLD,HOLD,HOLD,HOLD
SOL-USD,33.724255186957606,170.8675,0.8750616668567608,72.40123593025827,9.124461175333987,0.7372894399378498,HOLD,HOLD,HOLD,HOLD
DOT-USD,33.34123610451639,5.0545,0.8161376621547122,70.40857719423462,8.409332303555495,0.4599000079404149,HOLD,HOLD,HOLD,HOLD
CHZ-USD,33.32830879189166,68.33795374809227,0.2499413596104654,69.73624661047124,8.328308791891658,0.9968793983279783,HOLD,HOLD,HOLD,HOLD
ETH-USD,33.1064001357496,2336.5945,0.7549725693059204,92.09566321890416,14.537003675844296,1.357802134446726,HOLD,HOLD,HOLD,HOLD
DOGE-USD,32.952209175810786,0.208935,0.8704899364463552,67.2640955504318,7.952209175810787,0.8073422947071531,HOLD,HOLD,HOLD,HOLD
ATOM-USD,32.35720270663403,150.25693065889254,0.2321417167774692,69.52173619075157,5.108632033505556,1.449714134625695,HOLD,HOLD,HOLD,HOLD
AVAX-USD,32.20332079636436,23.4912,0.8888026213999821,56.64280031821797,2.203320796364361,2.1396707563693576,HOLD,HOLD,HOLD,HOLD
MATIC-USD,32.1841296028687,120.28489534065481,0.24460222218939423,83.8878098092251,9.498764571072883,0.8327149563469632,HOLD,HOLD,HOLD,HOLD
XTZ-USD,31.838528916265375,0.6386785,0.7304514913116288,66.78952944875567,6.838528916265374,0.49384503064109503,HOLD,HOLD,HOLD,HOLD
HBAR-USD,31.154661714752095,127.47085525378364,0.2405849753458418,68.44083209820496,5.9973027733330575,1.0314717882838078,HOLD,HOLD,HOLD,HOLD
AXS-USD,30.569161013191355,84.66056527262987,0.28759254404424195,65.08268329644082,5.569161013191359,0.985387792966776,HOLD,HOLD,HOLD,HOLD
XLM-USD,29.95778650887599,86.80396180167641,0.22444634159623883,59.49856017413526,4.555690692283698,1.080419163318458,HOLD,HOLD,HOLD,HOLD
SHIB-USD,29.797999531140107,1.5155e-05,0.7709055999537641,55.777310924369736,4.797999531140107,0.21694545634219425,HOLD,HOLD,HOLD,HOLD
HOT-USD,28.799253581586704,81.12815958279525,0.20599871583953738,69.40346523803657,3.7992535815867035,0.910583284351008,HOLD,HOLD,HOLD,HOLD
XRP-USD,28.342826854356428,2.36576,0.8762862175650661,66.77172279840212,3.342826854356429,0.19865338164955942,HOLD,HOLD,HOLD,HOLD
