symbol,short_window,long_window,use_ml,initial_capital,final_capital,total_return,annualized_return,sharpe_ratio,max_drawdown,trades
ETH-USD,10,15,False,2000,2428.1255611644337,0.21406278058221684,3.3714887941699154,9.267162906001584,-0.03864185815194923,2
ETH-USD,3,10,False,2000,2419.3326833264555,0.20966634166322784,2.515996099958734,6.915010767241872,-0.038641858151949406,2
ETH-USD,5,10,False,2000,2398.588495149147,0.1992942475745736,2.391530970894883,6.5551954227107085,-0.0386418581519494,2
ETH-USD,3,10,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,15,20,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,10,20,False,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,10,20,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,10,15,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,7,20,False,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,7,20,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,7,15,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,7,10,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,5,20,False,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,5,20,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,5,15,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,5,10,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,3,20,False,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,3,20,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,3,15,True,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,15,20,False,2000,2338.570773724603,0.16928538686230143,3.8781743172090875,9.567885005770377,-0.03864185815194928,1
ETH-USD,7,15,False,2000,2300.680681027971,0.15034034051398537,2.3678603630952697,6.241429460741575,-0.03864185815194938,1
ETH-USD,5,15,False,2000,2300.680681027971,0.15034034051398537,2.3678603630952697,6.241429460741575,-0.03864185815194938,1
ETH-USD,3,15,False,2000,2300.680681027971,0.15034034051398537,2.3678603630952697,6.241429460741575,-0.03864185815194938,1
ETH-USD,7,10,False,2000,2217.2973083418774,0.10864865417093861,1.3037838500512633,3.59945105944604,-0.07242623799905745,2
ETH-USD,3,30,False,2000,,,,,,1
ETH-USD,5,30,False,2000,,,,,,1
ETH-USD,7,30,False,2000,,,,,,1
ETH-USD,10,30,False,2000,,,,,,1
ETH-USD,15,30,False,2000,,,,,,1
