symbol,short_window,long_window,use_ml,initial_capital,final_capital,total_return,annualized_return,sharpe_ratio,max_drawdown,trades
GOOGL,7,10,False,2000,2202.6344144800605,0.10131720724003035,1.9639950941913575,9.463286569854866,-0.03384143663051839,4
GOOGL,7,10,True,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,5,20,True,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,15,20,True,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,10,20,False,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,10,20,True,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,7,20,False,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,7,20,True,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,7,15,True,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,5,20,False,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,15,20,False,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,1
GOOGL,5,15,True,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,2
GOOGL,5,10,True,2000,2084.2078355047975,0.042103917752398745,3.5367290912014946,80.224540255174,0.0,2
GOOGL,5,15,False,2000,2033.665963974456,0.016832981987227935,0.53023893259768,2.3953303647783923,-0.04139463215550388,2
GOOGL,7,15,False,2000,2033.665963974456,0.016832981987227935,0.53023893259768,2.3953303647783923,-0.04139463215550388,1
GOOGL,10,15,True,2000,1987.4853025797659,-0.006257348710117072,-0.5256172916498341,-1.570591736633527,-0.023754867973801278,2
GOOGL,5,10,False,2000,1980.4319017838718,-0.009784049108064075,-0.18966002886401132,-0.6901647707083017,-0.04572015998708482,4
GOOGL,10,15,False,2000,1939.2889446541183,-0.03035552767294092,-0.956199121697639,-4.201917405378444,-0.04739296021749704,2
GOOGL,3,20,False,2000,1917.495225525029,-0.04125238723748559,-3.4652005279487894,-80.224540255174,-0.023754867973801386,2
GOOGL,3,20,True,2000,1917.495225525029,-0.04125238723748559,-3.4652005279487894,-80.224540255174,-0.023754867973801386,2
GOOGL,3,15,True,2000,1917.495225525029,-0.04125238723748559,-3.4652005279487894,-80.224540255174,-0.023754867973801386,1
GOOGL,3,10,True,2000,1917.495225525029,-0.04125238723748559,-3.4652005279487894,-80.224540255174,-0.023754867973801386,1
GOOGL,3,15,False,2000,1825.5869095195437,-0.08720654524022808,-2.7470061750671846,-21.786069343598996,-0.0809393919977572,3
GOOGL,3,10,False,2000,1788.4863340176705,-0.10575683299116478,-2.050055531828733,-11.267237902123034,-0.10192524153927579,4
